dataset_id,dataset_name,outer_cv_split,number,value,datetime_start,datetime_complete,duration,params_n_gp_layers,params_n_gp_out,params_batch_size,params_lr,params_num_inducing,params_num_samples,params_kernel_type,user_attrs_MAX_EPOCHS,state,system_attrs_fixed_params
216.0,elevators,2.0,0.0,0.0103336754254996,2022-10-30 12:55:16.641023,2022-10-30 12:55:56.795858,0 days 00:00:40.154835,2.0,1.0,1024.0,0.001,200.0,10.0,rbf,20.0,COMPLETE,"{'n_gp_layers': 2, 'n_gp_out': 1, 'num_inducing': 200, 'batch_size': 1024, 'lr': 0.001, 'num_samples': 10, 'kernel_type': 'rbf'}"
216.0,elevators,2.0,1.0,0.0103991357609629,2022-10-30 12:55:56.796369,2022-10-30 12:56:58.605481,0 days 00:01:01.809112,2.0,1.0,256.0,0.001058618997725,98.0,7.0,matern0.5,9.0,COMPLETE,
216.0,elevators,2.0,2.0,0.0104331686161458,2022-10-30 12:56:58.606074,2022-10-30 12:59:45.524907,0 days 00:02:46.918833,5.0,1.0,256.0,0.007171469904946,548.0,14.0,matern0.5,4.0,COMPLETE,
216.0,elevators,2.0,3.0,0.0104270754382014,2022-10-30 12:59:45.525439,2022-10-30 13:02:16.007814,0 days 00:02:30.482375,4.0,1.0,256.0,0.000478340659918,513.0,4.0,rbf,9.0,COMPLETE,
216.0,elevators,2.0,4.0,0.0015081497840583,2022-10-30 13:02:16.008356,2022-10-30 13:08:34.366941,0 days 00:06:18.358585,2.0,3.0,512.0,0.0017616393950711,92.0,4.0,rbf,157.0,COMPLETE,
216.0,elevators,2.0,5.0,0.008930345531553,2022-10-30 13:08:34.367458,2022-10-30 13:09:26.956811,0 days 00:00:52.589353,1.0,2.0,512.0,0.0012053193199498,190.0,5.0,matern0.5,23.0,COMPLETE,
216.0,elevators,2.0,6.0,0.0038899783976376,2022-10-30 13:09:26.957326,2022-10-30 13:10:35.550034,0 days 00:01:08.592708,1.0,2.0,256.0,0.0737253952570057,166.0,4.0,matern1.5,16.0,COMPLETE,
216.0,elevators,2.0,7.0,0.0103471418842673,2022-10-30 13:10:35.550544,2022-10-30 13:11:15.822249,0 days 00:00:40.271705,2.0,1.0,256.0,0.0013052848768628,321.0,12.0,rbf,3.0,COMPLETE,
216.0,elevators,2.0,8.0,0.0108065977692604,2022-10-30 13:11:15.822754,2022-10-30 13:12:10.736518,0 days 00:00:54.913764,4.0,2.0,1024.0,0.0792476416761385,579.0,13.0,matern0.5,1.0,COMPLETE,
216.0,elevators,2.0,9.0,0.0027696945471689,2022-10-30 13:12:10.737046,2022-10-30 13:13:29.882905,0 days 00:01:19.145859,1.0,3.0,512.0,0.0377182496146981,901.0,2.0,matern1.5,15.0,COMPLETE,
216.0,elevators,2.0,10.0,0.0104423002339899,2022-10-30 13:13:29.883420,2022-10-30 13:17:15.386233,0 days 00:03:45.502813,3.0,4.0,512.0,0.000152697068757,58.0,8.0,rbf,69.0,COMPLETE,
216.0,elevators,2.0,11.0,0.001367149176076,2022-10-30 13:17:15.386763,2022-10-30 13:19:55.143943,0 days 00:02:39.757180,1.0,4.0,512.0,0.0109064985293796,860.0,2.0,matern1.5,35.0,COMPLETE,
216.0,elevators,2.0,12.0,0.0013649857719428,2022-10-30 13:19:55.144468,2022-10-30 13:21:31.880606,0 days 00:01:36.736138,1.0,4.0,512.0,0.0074818564311224,92.0,2.0,matern1.5,50.0,COMPLETE,
